
{'loss': 1.7778, 'grad_norm': 0.46793779730796814, 'learning_rate': 8.794961280484156e-05, 'epoch': 0.46}
{'loss': 1.5933, 'grad_norm': 0.4953664243221283, 'learning_rate': 3.7792632885373455e-05, 'epoch': 1.16}
{'loss': 1.5913, 'grad_norm': 0.4963616728782654, 'learning_rate': 3.774324300068688e-05, 'epoch': 1.16}
{'loss': 1.5971, 'grad_norm': 0.5001150369644165, 'learning_rate': 3.769386583679203e-05, 'epoch': 1.16}
{'loss': 1.5836, 'grad_norm': 0.49771419167518616, 'learning_rate': 3.764450144493546e-05, 'epoch': 1.16}
{'loss': 1.5938, 'grad_norm': 0.4982914924621582, 'learning_rate': 3.759514987635045e-05, 'epoch': 1.16}
{'loss': 1.5929, 'grad_norm': 0.4859424829483032, 'learning_rate': 3.7545811182257054e-05, 'epoch': 1.16}
{'loss': 1.5934, 'grad_norm': 0.4911749064922333, 'learning_rate': 3.7496485413861865e-05, 'epoch': 1.16}
{'eval_loss': 1.601450800895691, 'eval_runtime': 801.1051, 'eval_samples_per_second': 249.655, 'eval_steps_per_second': 31.207, 'epoch': 1.16}
{'loss': 1.5956, 'grad_norm': 0.49848487973213196, 'learning_rate': 3.7447172622358115e-05, 'epoch': 1.16}
{'loss': 1.5931, 'grad_norm': 0.49039483070373535, 'learning_rate': 3.739787285892554e-05, 'epoch': 1.16}
{'loss': 1.5909, 'grad_norm': 0.500313937664032, 'learning_rate': 3.734858617473038e-05, 'epoch': 1.17}
{'loss': 1.5946, 'grad_norm': 0.48361918330192566, 'learning_rate': 3.7299312620925284e-05, 'epoch': 1.17}
{'loss': 1.5943, 'grad_norm': 0.510311484336853, 'learning_rate': 3.725005224864926e-05, 'epoch': 1.17}
{'loss': 1.5872, 'grad_norm': 0.5141322612762451, 'learning_rate': 3.720080510902768e-05, 'epoch': 1.17}
{'loss': 1.5925, 'grad_norm': 0.5068803429603577, 'learning_rate': 3.715157125317216e-05, 'epoch': 1.17}
{'loss': 1.5954, 'grad_norm': 0.4942393898963928, 'learning_rate': 3.71023507321805e-05, 'epoch': 1.17}
{'loss': 1.5888, 'grad_norm': 0.5037717819213867, 'learning_rate': 3.70531435971367e-05, 'epoch': 1.17}
{'loss': 1.5949, 'grad_norm': 0.5145546197891235, 'learning_rate': 3.7003949899110844e-05, 'epoch': 1.17}
{'loss': 1.59, 'grad_norm': 0.4996303617954254, 'learning_rate': 3.695476968915909e-05, 'epoch': 1.17}
{'loss': 1.5935, 'grad_norm': 0.5044016242027283, 'learning_rate': 3.690560301832357e-05, 'epoch': 1.17}
{'loss': 1.5884, 'grad_norm': 0.4905465841293335, 'learning_rate': 3.685644993763241e-05, 'epoch': 1.17}
{'loss': 1.5889, 'grad_norm': 0.48214778304100037, 'learning_rate': 3.680731049809958e-05, 'epoch': 1.17}
{'loss': 1.595, 'grad_norm': 0.49738889932632446, 'learning_rate': 3.675818475072492e-05, 'epoch': 1.17}
{'loss': 1.5894, 'grad_norm': 0.5463692545890808, 'learning_rate': 3.670907274649405e-05, 'epoch': 1.17}
{'loss': 1.5887, 'grad_norm': 0.4978405833244324, 'learning_rate': 3.6659974536378315e-05, 'epoch': 1.17}
{'loss': 1.5867, 'grad_norm': 0.4969121813774109, 'learning_rate': 3.661089017133478e-05, 'epoch': 1.18}
{'loss': 1.5914, 'grad_norm': 0.49691855907440186, 'learning_rate': 3.656181970230613e-05, 'epoch': 1.18}
{'loss': 1.5886, 'grad_norm': 0.5019993782043457, 'learning_rate': 3.651276318022059e-05, 'epoch': 1.18}
{'eval_loss': 1.5997459888458252, 'eval_runtime': 801.5021, 'eval_samples_per_second': 249.531, 'eval_steps_per_second': 31.191, 'epoch': 1.18}
{'loss': 1.5938, 'grad_norm': 0.5058695673942566, 'learning_rate': 3.646372065599196e-05, 'epoch': 1.18}
{'loss': 1.5932, 'grad_norm': 0.486972838640213, 'learning_rate': 3.6414692180519486e-05, 'epoch': 1.18}
{'loss': 1.587, 'grad_norm': 0.5189858675003052, 'learning_rate': 3.6365677804687826e-05, 'epoch': 1.18}
{'loss': 1.5882, 'grad_norm': 0.4986353814601898, 'learning_rate': 3.631667757936701e-05, 'epoch': 1.18}
{'loss': 1.5918, 'grad_norm': 0.503186821937561, 'learning_rate': 3.6267691555412406e-05, 'epoch': 1.18}
{'loss': 1.5874, 'grad_norm': 0.4960442781448364, 'learning_rate': 3.621871978366462e-05, 'epoch': 1.18}
{'loss': 1.587, 'grad_norm': 0.4914928674697876, 'learning_rate': 3.616976231494947e-05, 'epoch': 1.18}
{'loss': 1.5887, 'grad_norm': 0.4900773763656616, 'learning_rate': 3.612081920007794e-05, 'epoch': 1.18}
{'loss': 1.5897, 'grad_norm': 0.5206539630889893, 'learning_rate': 3.607189048984608e-05, 'epoch': 1.18}
{'loss': 1.5873, 'grad_norm': 0.5030922293663025, 'learning_rate': 3.602297623503502e-05, 'epoch': 1.18}
{'loss': 1.5862, 'grad_norm': 0.5096706748008728, 'learning_rate': 3.597407648641092e-05, 'epoch': 1.18}
{'loss': 1.5842, 'grad_norm': 0.49812567234039307, 'learning_rate': 3.592519129472481e-05, 'epoch': 1.18}
{'loss': 1.5881, 'grad_norm': 0.4959380626678467, 'learning_rate': 3.5876320710712666e-05, 'epoch': 1.18}
{'loss': 1.5894, 'grad_norm': 0.5023028254508972, 'learning_rate': 3.5827464785095307e-05, 'epoch': 1.19}
{'loss': 1.594, 'grad_norm': 0.5097928643226624, 'learning_rate': 3.5778623568578285e-05, 'epoch': 1.19}
{'loss': 1.59, 'grad_norm': 0.49171778559684753, 'learning_rate': 3.5729797111851944e-05, 'epoch': 1.19}
{'loss': 1.5913, 'grad_norm': 0.5150918960571289, 'learning_rate': 3.5680985465591255e-05, 'epoch': 1.19}
{'loss': 1.5891, 'grad_norm': 0.48453661799430847, 'learning_rate': 3.563218868045589e-05, 'epoch': 1.19}
{'loss': 1.5923, 'grad_norm': 0.5017739534378052, 'learning_rate': 3.5583406807090037e-05, 'epoch': 1.19}
{'loss': 1.5887, 'grad_norm': 0.5045345425605774, 'learning_rate': 3.5534639896122434e-05, 'epoch': 1.19}
{'eval_loss': 1.598149061203003, 'eval_runtime': 801.4566, 'eval_samples_per_second': 249.546, 'eval_steps_per_second': 31.193, 'epoch': 1.19}
{'loss': 1.5914, 'grad_norm': 0.4985945224761963, 'learning_rate': 3.548588799816627e-05, 'epoch': 1.19}
{'loss': 1.5866, 'grad_norm': 0.4870910346508026, 'learning_rate': 3.543715116381918e-05, 'epoch': 1.19}
{'loss': 1.584, 'grad_norm': 0.5186706781387329, 'learning_rate': 3.5388429443663126e-05, 'epoch': 1.19}
{'loss': 1.5892, 'grad_norm': 0.49648329615592957, 'learning_rate': 3.5339722888264434e-05, 'epoch': 1.19}
{'loss': 1.5858, 'grad_norm': 0.5074172616004944, 'learning_rate': 3.5291031548173665e-05, 'epoch': 1.19}
{'loss': 1.5883, 'grad_norm': 0.5039139986038208, 'learning_rate': 3.524235547392558e-05, 'epoch': 1.19}
{'loss': 1.5837, 'grad_norm': 0.49161824584007263, 'learning_rate': 3.5193694716039104e-05, 'epoch': 1.19}
{'loss': 1.5871, 'grad_norm': 0.4986782670021057, 'learning_rate': 3.514504932501728e-05, 'epoch': 1.19}
{'loss': 1.5936, 'grad_norm': 0.5134424567222595, 'learning_rate': 3.509641935134716e-05, 'epoch': 1.2}
{'loss': 1.5873, 'grad_norm': 0.5015005469322205, 'learning_rate': 3.504780484549984e-05, 'epoch': 1.2}
{'loss': 1.5851, 'grad_norm': 0.5266781449317932, 'learning_rate': 3.499920585793036e-05, 'epoch': 1.2}
{'loss': 1.5876, 'grad_norm': 0.5162245035171509, 'learning_rate': 3.495062243907764e-05, 'epoch': 1.2}
{'loss': 1.5899, 'grad_norm': 0.49783992767333984, 'learning_rate': 3.490205463936442e-05, 'epoch': 1.2}
{'loss': 1.5859, 'grad_norm': 0.5133717656135559, 'learning_rate': 3.485350250919728e-05, 'epoch': 1.2}
{'loss': 1.5899, 'grad_norm': 0.5062853693962097, 'learning_rate': 3.4804966098966486e-05, 'epoch': 1.2}
{'loss': 1.5856, 'grad_norm': 0.4910605847835541, 'learning_rate': 3.4756445459046004e-05, 'epoch': 1.2}
{'loss': 1.5854, 'grad_norm': 0.49868690967559814, 'learning_rate': 3.470794063979348e-05, 'epoch': 1.2}
{'loss': 1.5887, 'grad_norm': 0.5129826664924622, 'learning_rate': 3.465945169155009e-05, 'epoch': 1.2}
{'loss': 1.5894, 'grad_norm': 0.4978983700275421, 'learning_rate': 3.461097866464053e-05, 'epoch': 1.2}
{'loss': 1.5877, 'grad_norm': 0.4926023483276367, 'learning_rate': 3.456252160937301e-05, 'epoch': 1.2}
{'eval_loss': 1.5958590507507324, 'eval_runtime': 802.0895, 'eval_samples_per_second': 249.349, 'eval_steps_per_second': 31.169, 'epoch': 1.2}
{'loss': 1.5857, 'grad_norm': 0.49411624670028687, 'learning_rate': 3.451408057603913e-05, 'epoch': 1.2}
{'loss': 1.5853, 'grad_norm': 0.488871693611145, 'learning_rate': 3.4465655614913896e-05, 'epoch': 1.2}
{'loss': 1.5895, 'grad_norm': 0.49547669291496277, 'learning_rate': 3.441724677625557e-05, 'epoch': 1.2}
{'loss': 1.5898, 'grad_norm': 0.4886360466480255, 'learning_rate': 3.436885411030579e-05, 'epoch': 1.21}
{'loss': 1.5878, 'grad_norm': 0.5282925367355347, 'learning_rate': 3.4320477667289305e-05, 'epoch': 1.21}
{'loss': 1.5857, 'grad_norm': 0.5201700925827026, 'learning_rate': 3.427211749741408e-05, 'epoch': 1.21}
{'loss': 1.5844, 'grad_norm': 0.49753233790397644, 'learning_rate': 3.422377365087116e-05, 'epoch': 1.21}
{'loss': 1.5839, 'grad_norm': 0.4960409998893738, 'learning_rate': 3.4175446177834686e-05, 'epoch': 1.21}
{'loss': 1.5846, 'grad_norm': 0.494608074426651, 'learning_rate': 3.4127135128461745e-05, 'epoch': 1.21}
{'loss': 1.5908, 'grad_norm': 0.4978833496570587, 'learning_rate': 3.4078840552892475e-05, 'epoch': 1.21}
{'loss': 1.5804, 'grad_norm': 0.4959529638290405, 'learning_rate': 3.403056250124983e-05, 'epoch': 1.21}
{'loss': 1.5886, 'grad_norm': 0.5053852796554565, 'learning_rate': 3.3982301023639664e-05, 'epoch': 1.21}
{'loss': 1.5861, 'grad_norm': 0.4910069704055786, 'learning_rate': 3.393405617015057e-05, 'epoch': 1.21}
{'loss': 1.5822, 'grad_norm': 0.4965011179447174, 'learning_rate': 3.388582799085397e-05, 'epoch': 1.21}
{'loss': 1.5865, 'grad_norm': 0.5007782578468323, 'learning_rate': 3.383761653580391e-05, 'epoch': 1.21}
{'loss': 1.5839, 'grad_norm': 0.4969305396080017, 'learning_rate': 3.3789421855037107e-05, 'epoch': 1.21}
{'loss': 1.5848, 'grad_norm': 0.49512621760368347, 'learning_rate': 3.3741243998572894e-05, 'epoch': 1.21}
{'loss': 1.5882, 'grad_norm': 0.5027722120285034, 'learning_rate': 3.3693083016413104e-05, 'epoch': 1.21}
{'loss': 1.5856, 'grad_norm': 0.5028296113014221, 'learning_rate': 3.364493895854206e-05, 'epoch': 1.21}
{'loss': 1.586, 'grad_norm': 0.5141693949699402, 'learning_rate': 3.359681187492655e-05, 'epoch': 1.22}
{'eval_loss': 1.594290018081665, 'eval_runtime': 801.9215, 'eval_samples_per_second': 249.401, 'eval_steps_per_second': 31.175, 'epoch': 1.22}
{'loss': 1.5853, 'grad_norm': 0.5053160190582275, 'learning_rate': 3.35487018155157e-05, 'epoch': 1.22}
{'loss': 1.5847, 'grad_norm': 0.5073502659797668, 'learning_rate': 3.350060883024099e-05, 'epoch': 1.22}
{'loss': 1.5881, 'grad_norm': 0.5041674971580505, 'learning_rate': 3.3452532969016215e-05, 'epoch': 1.22}
{'loss': 1.5785, 'grad_norm': 0.502489447593689, 'learning_rate': 3.340447428173736e-05, 'epoch': 1.22}
{'loss': 1.5895, 'grad_norm': 0.5035402774810791, 'learning_rate': 3.3356432818282554e-05, 'epoch': 1.22}
{'loss': 1.5857, 'grad_norm': 0.5025336146354675, 'learning_rate': 3.330840862851213e-05, 'epoch': 1.22}
{'loss': 1.5847, 'grad_norm': 0.5192238688468933, 'learning_rate': 3.3260401762268416e-05, 'epoch': 1.22}
{'loss': 1.5878, 'grad_norm': 0.4894769787788391, 'learning_rate': 3.3212412269375797e-05, 'epoch': 1.22}
{'loss': 1.586, 'grad_norm': 0.5085656642913818, 'learning_rate': 3.3164440199640644e-05, 'epoch': 1.22}
{'loss': 1.5896, 'grad_norm': 0.4963846802711487, 'learning_rate': 3.3116485602851224e-05, 'epoch': 1.22}
{'loss': 1.5873, 'grad_norm': 0.498138427734375, 'learning_rate': 3.306854852877765e-05, 'epoch': 1.22}
{'loss': 1.5819, 'grad_norm': 0.49126049876213074, 'learning_rate': 3.3020629027171895e-05, 'epoch': 1.22}
{'loss': 1.584, 'grad_norm': 0.4961698055267334, 'learning_rate': 3.297272714776766e-05, 'epoch': 1.22}
{'loss': 1.5842, 'grad_norm': 0.4845636785030365, 'learning_rate': 3.292484294028035e-05, 'epoch': 1.22}
{'loss': 1.5888, 'grad_norm': 0.5045506358146667, 'learning_rate': 3.287697645440705e-05, 'epoch': 1.23}
{'loss': 1.5818, 'grad_norm': 0.5053814053535461, 'learning_rate': 3.2829127739826475e-05, 'epoch': 1.23}
{'loss': 1.5873, 'grad_norm': 0.5078944563865662, 'learning_rate': 3.2781296846198836e-05, 'epoch': 1.23}
{'loss': 1.5875, 'grad_norm': 0.5059646964073181, 'learning_rate': 3.27334838231659e-05, 'epoch': 1.23}
{'loss': 1.587, 'grad_norm': 0.49480611085891724, 'learning_rate': 3.268568872035086e-05, 'epoch': 1.23}
{'loss': 1.5825, 'grad_norm': 0.484566867351532, 'learning_rate': 3.2637911587358305e-05, 'epoch': 1.23}
{'eval_loss': 1.5925782918930054, 'eval_runtime': 801.6466, 'eval_samples_per_second': 249.487, 'eval_steps_per_second': 31.186, 'epoch': 1.23}
{'loss': 1.5834, 'grad_norm': 0.4932895302772522, 'learning_rate': 3.259015247377419e-05, 'epoch': 1.23}
{'loss': 1.5813, 'grad_norm': 0.49434900283813477, 'learning_rate': 3.2542411429165796e-05, 'epoch': 1.23}
{'loss': 1.5859, 'grad_norm': 0.5062194466590881, 'learning_rate': 3.249468850308159e-05, 'epoch': 1.23}
{'loss': 1.5823, 'grad_norm': 0.4996587634086609, 'learning_rate': 3.2446983745051274e-05, 'epoch': 1.23}
{'loss': 1.5853, 'grad_norm': 0.5067508816719055, 'learning_rate': 3.239929720458569e-05, 'epoch': 1.23}
{'loss': 1.5849, 'grad_norm': 0.501078724861145, 'learning_rate': 3.235162893117674e-05, 'epoch': 1.23}
{'loss': 1.5847, 'grad_norm': 0.507455050945282, 'learning_rate': 3.230397897429743e-05, 'epoch': 1.23}
{'loss': 1.5808, 'grad_norm': 0.48416391015052795, 'learning_rate': 3.2256347383401684e-05, 'epoch': 1.23}
{'loss': 1.5861, 'grad_norm': 0.5081225633621216, 'learning_rate': 3.220873420792444e-05, 'epoch': 1.23}
{'loss': 1.5814, 'grad_norm': 0.5000565648078918, 'learning_rate': 3.2161139497281455e-05, 'epoch': 1.23}
{'loss': 1.5781, 'grad_norm': 0.4999479353427887, 'learning_rate': 3.211356330086938e-05, 'epoch': 1.24}
{'loss': 1.5838, 'grad_norm': 0.5044427514076233, 'learning_rate': 3.206600566806559e-05, 'epoch': 1.24}
{'loss': 1.5913, 'grad_norm': 0.514451801776886, 'learning_rate': 3.2018466648228255e-05, 'epoch': 1.24}
{'loss': 1.5798, 'grad_norm': 0.492257297039032, 'learning_rate': 3.1970946290696166e-05, 'epoch': 1.24}
{'loss': 1.5826, 'grad_norm': 0.508298933506012, 'learning_rate': 3.192344464478881e-05, 'epoch': 1.24}
{'loss': 1.5924, 'grad_norm': 0.5049880146980286, 'learning_rate': 3.18759617598062e-05, 'epoch': 1.24}
{'loss': 1.5801, 'grad_norm': 0.5067408084869385, 'learning_rate': 3.1828497685028925e-05, 'epoch': 1.24}
{'loss': 1.5835, 'grad_norm': 0.5062755942344666, 'learning_rate': 3.1781052469717996e-05, 'epoch': 1.24}
{'loss': 1.5749, 'grad_norm': 0.496150940656662, 'learning_rate': 3.1733626163114905e-05, 'epoch': 1.24}
{'loss': 1.5804, 'grad_norm': 0.5028477907180786, 'learning_rate': 3.168621881444147e-05, 'epoch': 1.24}
{'eval_loss': 1.5910440683364868, 'eval_runtime': 952.408, 'eval_samples_per_second': 209.994, 'eval_steps_per_second': 26.249, 'epoch': 1.24}
{'loss': 1.5829, 'grad_norm': 0.5002365708351135, 'learning_rate': 3.163883047289986e-05, 'epoch': 1.24}
{'loss': 1.5826, 'grad_norm': 0.5303478240966797, 'learning_rate': 3.159146118767255e-05, 'epoch': 1.24}
{'loss': 1.5829, 'grad_norm': 0.5004296898841858, 'learning_rate': 3.1544111007922176e-05, 'epoch': 1.24}
{'loss': 1.5827, 'grad_norm': 0.513803243637085, 'learning_rate': 3.149677998279157e-05, 'epoch': 1.24}
{'loss': 1.5865, 'grad_norm': 0.49398350715637207, 'learning_rate': 3.1449468161403704e-05, 'epoch': 1.24}
{'loss': 1.5822, 'grad_norm': 0.5077463388442993, 'learning_rate': 3.140217559286158e-05, 'epoch': 1.25}
{'loss': 1.5787, 'grad_norm': 0.4961892366409302, 'learning_rate': 3.1354902326248244e-05, 'epoch': 1.25}
{'loss': 1.5783, 'grad_norm': 0.49930626153945923, 'learning_rate': 3.130764841062671e-05, 'epoch': 1.25}
{'loss': 1.5826, 'grad_norm': 0.501302182674408, 'learning_rate': 3.126041389503993e-05, 'epoch': 1.25}
{'loss': 1.5804, 'grad_norm': 0.5132793188095093, 'learning_rate': 3.121319882851064e-05, 'epoch': 1.25}
{'loss': 1.5729, 'grad_norm': 0.4838440418243408, 'learning_rate': 3.11660032600415e-05, 'epoch': 1.25}
{'loss': 1.5813, 'grad_norm': 0.5000628232955933, 'learning_rate': 3.111882723861483e-05, 'epoch': 1.25}
{'loss': 1.5819, 'grad_norm': 0.510800302028656, 'learning_rate': 3.1071670813192735e-05, 'epoch': 1.25}
{'loss': 1.5835, 'grad_norm': 0.5074980854988098, 'learning_rate': 3.1024534032716967e-05, 'epoch': 1.25}
{'loss': 1.5756, 'grad_norm': 0.48930421471595764, 'learning_rate': 3.097741694610888e-05, 'epoch': 1.25}
{'loss': 1.5798, 'grad_norm': 0.5033896565437317, 'learning_rate': 3.0930319602269383e-05, 'epoch': 1.25}
{'loss': 1.5821, 'grad_norm': 0.5018035173416138, 'learning_rate': 3.088324205007891e-05, 'epoch': 1.25}
{'loss': 1.5775, 'grad_norm': 0.5051724910736084, 'learning_rate': 3.083618433839733e-05, 'epoch': 1.25}
{'loss': 1.5765, 'grad_norm': 0.5031885504722595, 'learning_rate': 3.078914651606396e-05, 'epoch': 1.25}
{'loss': 1.5746, 'grad_norm': 0.4988073408603668, 'learning_rate': 3.0742128631897395e-05, 'epoch': 1.25}
{'eval_loss': 1.5891753435134888, 'eval_runtime': 921.9969, 'eval_samples_per_second': 216.92, 'eval_steps_per_second': 27.115, 'epoch': 1.25}
{'loss': 1.5752, 'grad_norm': 0.4979135990142822, 'learning_rate': 3.0695130734695676e-05, 'epoch': 1.25}
{'loss': 1.5812, 'grad_norm': 0.5071668028831482, 'learning_rate': 3.064815287323596e-05, 'epoch': 1.26}
{'loss': 1.5786, 'grad_norm': 0.5186454057693481, 'learning_rate': 3.060119509627469e-05, 'epoch': 1.26}
{'loss': 1.5755, 'grad_norm': 0.5074358582496643, 'learning_rate': 3.0554257452547426e-05, 'epoch': 1.26}
{'loss': 1.5824, 'grad_norm': 0.5272570848464966, 'learning_rate': 3.0507339990768863e-05, 'epoch': 1.26}
{'loss': 1.5766, 'grad_norm': 0.4992733597755432, 'learning_rate': 3.0460442759632702e-05, 'epoch': 1.26}
{'loss': 1.5792, 'grad_norm': 0.5124770998954773, 'learning_rate': 3.0413565807811728e-05, 'epoch': 1.26}
{'loss': 1.5763, 'grad_norm': 0.5148773193359375, 'learning_rate': 3.03667091839576e-05, 'epoch': 1.26}
{'loss': 1.5796, 'grad_norm': 0.4922923445701599, 'learning_rate': 3.0319872936700933e-05, 'epoch': 1.26}
{'loss': 1.5776, 'grad_norm': 0.49699166417121887, 'learning_rate': 3.0273057114651136e-05, 'epoch': 1.26}
{'loss': 1.573, 'grad_norm': 0.5005065202713013, 'learning_rate': 3.0226261766396497e-05, 'epoch': 1.26}
{'loss': 1.5805, 'grad_norm': 0.5224895477294922, 'learning_rate': 3.0179486940503975e-05, 'epoch': 1.26}
{'loss': 1.5781, 'grad_norm': 0.5236364006996155, 'learning_rate': 3.0132732685519273e-05, 'epoch': 1.26}
{'loss': 1.5795, 'grad_norm': 0.4947521686553955, 'learning_rate': 3.0085999049966762e-05, 'epoch': 1.26}
{'loss': 1.5766, 'grad_norm': 0.5036275386810303, 'learning_rate': 3.0039286082349384e-05, 'epoch': 1.26}
{'loss': 1.578, 'grad_norm': 0.5132153630256653, 'learning_rate': 2.999259383114862e-05, 'epoch': 1.26}
{'loss': 1.5745, 'grad_norm': 0.49115151166915894, 'learning_rate': 2.9945922344824485e-05, 'epoch': 1.27}
{'loss': 1.5789, 'grad_norm': 0.5248879194259644, 'learning_rate': 2.989927167181541e-05, 'epoch': 1.27}
{'loss': 1.5769, 'grad_norm': 0.5228609442710876, 'learning_rate': 2.9852641860538232e-05, 'epoch': 1.27}
{'loss': 1.5777, 'grad_norm': 0.5158937573432922, 'learning_rate': 2.9806032959388164e-05, 'epoch': 1.27}
{'eval_loss': 1.5878424644470215, 'eval_runtime': 950.1829, 'eval_samples_per_second': 210.486, 'eval_steps_per_second': 26.311, 'epoch': 1.27}
{'loss': 1.5825, 'grad_norm': 0.49405965209007263, 'learning_rate': 2.97594450167387e-05, 'epoch': 1.27}
{'loss': 1.5845, 'grad_norm': 0.5063124299049377, 'learning_rate': 2.9712878080941565e-05, 'epoch': 1.27}
{'loss': 1.5772, 'grad_norm': 0.5047474503517151, 'learning_rate': 2.966633220032671e-05, 'epoch': 1.27}
{'loss': 1.5797, 'grad_norm': 0.5166736245155334, 'learning_rate': 2.961980742320219e-05, 'epoch': 1.27}
{'loss': 1.576, 'grad_norm': 0.51317298412323, 'learning_rate': 2.9573303797854213e-05, 'epoch': 1.27}
{'loss': 1.578, 'grad_norm': 0.5050416588783264, 'learning_rate': 2.9526821372546985e-05, 'epoch': 1.27}
{'loss': 1.5797, 'grad_norm': 0.49317461252212524, 'learning_rate': 2.948036019552277e-05, 'epoch': 1.27}
{'loss': 1.5754, 'grad_norm': 0.5176277756690979, 'learning_rate': 2.9433920315001718e-05, 'epoch': 1.27}
{'loss': 1.5809, 'grad_norm': 0.5128132700920105, 'learning_rate': 2.9387501779181904e-05, 'epoch': 1.27}
{'loss': 1.5765, 'grad_norm': 0.5140072107315063, 'learning_rate': 2.9341104636239247e-05, 'epoch': 1.27}
{'loss': 1.5702, 'grad_norm': 0.49910855293273926, 'learning_rate': 2.9294728934327457e-05, 'epoch': 1.27}
{'loss': 1.5818, 'grad_norm': 0.5096760988235474, 'learning_rate': 2.9248374721577998e-05, 'epoch': 1.27}
{'loss': 1.5767, 'grad_norm': 0.498658686876297, 'learning_rate': 2.9202042046100047e-05, 'epoch': 1.28}
{'loss': 1.5776, 'grad_norm': 0.5016138553619385, 'learning_rate': 2.9155730955980386e-05, 'epoch': 1.28}
{'loss': 1.5744, 'grad_norm': 0.4997260570526123, 'learning_rate': 2.910944149928344e-05, 'epoch': 1.28}
{'loss': 1.579, 'grad_norm': 0.5065413117408752, 'learning_rate': 2.9063173724051152e-05, 'epoch': 1.28}
{'loss': 1.5783, 'grad_norm': 0.5123643279075623, 'learning_rate': 2.9016927678302995e-05, 'epoch': 1.28}
{'loss': 1.5723, 'grad_norm': 0.5200942754745483, 'learning_rate': 2.8970703410035804e-05, 'epoch': 1.28}
{'loss': 1.5786, 'grad_norm': 0.512137770652771, 'learning_rate': 2.8924500967223938e-05, 'epoch': 1.28}
{'loss': 1.5741, 'grad_norm': 0.5066214203834534, 'learning_rate': 2.887832039781904e-05, 'epoch': 1.28}
{'eval_loss': 1.5858845710754395, 'eval_runtime': 931.8475, 'eval_samples_per_second': 214.627, 'eval_steps_per_second': 26.828, 'epoch': 1.28}
{'loss': 1.5722, 'grad_norm': 0.5277014374732971, 'learning_rate': 2.883216174975002e-05, 'epoch': 1.28}
{'loss': 1.5826, 'grad_norm': 0.5041319131851196, 'learning_rate': 2.8786025070923072e-05, 'epoch': 1.28}
{'loss': 1.5779, 'grad_norm': 0.4833332598209381, 'learning_rate': 2.8739910409221603e-05, 'epoch': 1.28}
{'loss': 1.5758, 'grad_norm': 0.5055037140846252, 'learning_rate': 2.8693817812506152e-05, 'epoch': 1.28}
{'loss': 1.5801, 'grad_norm': 0.5141665935516357, 'learning_rate': 2.864774732861435e-05, 'epoch': 1.28}
{'loss': 1.5768, 'grad_norm': 0.5011170506477356, 'learning_rate': 2.8601699005360893e-05, 'epoch': 1.28}
{'loss': 1.5755, 'grad_norm': 0.518062174320221, 'learning_rate': 2.8555672890537466e-05, 'epoch': 1.28}
{'loss': 1.5755, 'grad_norm': 0.49408912658691406, 'learning_rate': 2.8509669031912713e-05, 'epoch': 1.29}
{'loss': 1.5754, 'grad_norm': 0.4975864887237549, 'learning_rate': 2.8463687477232194e-05, 'epoch': 1.29}
{'loss': 1.5795, 'grad_norm': 0.5249154567718506, 'learning_rate': 2.8417728274218257e-05, 'epoch': 1.29}
{'loss': 1.5703, 'grad_norm': 0.5068416595458984, 'learning_rate': 2.8371791470570113e-05, 'epoch': 1.29}
{'loss': 1.576, 'grad_norm': 0.5125464200973511, 'learning_rate': 2.8325877113963763e-05, 'epoch': 1.29}
{'loss': 1.5742, 'grad_norm': 0.5121930837631226, 'learning_rate': 2.827998525205179e-05, 'epoch': 1.29}
{'loss': 1.5746, 'grad_norm': 0.5011210441589355, 'learning_rate': 2.8234115932463527e-05, 'epoch': 1.29}
{'loss': 1.5766, 'grad_norm': 0.5136057138442993, 'learning_rate': 2.8188269202804886e-05, 'epoch': 1.29}
{'loss': 1.5791, 'grad_norm': 0.5082067251205444, 'learning_rate': 2.8142445110658322e-05, 'epoch': 1.29}
{'loss': 1.5769, 'grad_norm': 0.509141206741333, 'learning_rate': 2.809664370358283e-05, 'epoch': 1.29}
{'loss': 1.5705, 'grad_norm': 0.5037196278572083, 'learning_rate': 2.8050865029113776e-05, 'epoch': 1.29}
{'loss': 1.5754, 'grad_norm': 0.5133931636810303, 'learning_rate': 2.8005109134763052e-05, 'epoch': 1.29}
{'loss': 1.5778, 'grad_norm': 0.5084981918334961, 'learning_rate': 2.795937606801883e-05, 'epoch': 1.29}
{'eval_loss': 1.584298014640808, 'eval_runtime': 815.4066, 'eval_samples_per_second': 245.276, 'eval_steps_per_second': 30.66, 'epoch': 1.29}
{'loss': 1.5752, 'grad_norm': 0.5047042369842529, 'learning_rate': 2.7913665876345618e-05, 'epoch': 1.29}
{'loss': 1.5788, 'grad_norm': 0.5015073418617249, 'learning_rate': 2.786797860718414e-05, 'epoch': 1.29}
{'loss': 1.5686, 'grad_norm': 0.5277543067932129, 'learning_rate': 2.7822314307951386e-05, 'epoch': 1.29}
{'loss': 1.5729, 'grad_norm': 0.5089601874351501, 'learning_rate': 2.7776673026040477e-05, 'epoch': 1.3}
{'loss': 1.5753, 'grad_norm': 0.5181332230567932, 'learning_rate': 2.7731054808820655e-05, 'epoch': 1.3}
{'loss': 1.5745, 'grad_norm': 0.5160461068153381, 'learning_rate': 2.7685459703637217e-05, 'epoch': 1.3}
